recommendationClass,recommendationKey,recommendationMean,numberOfAnalystOpinions,shortName,symbol,Ticker,sector,state,fullExchangeName,In_SP500,In_NASDAQ,currentPrice,allTimeHigh,allTimeLow,52WeekChange,fiftyDayAverageChangePercent,twoHundredDayAverageChangePercent,beta,averageVolume,marketCap,enterpriseValue,priceToBook,enterpriseToRevenue,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,revenueGrowth,totalRevenue,revenuePerShare,grossProfits,ebitda,netIncomeToCommon,trailingEps,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,bookValue,operatingCashflow,freeCashflow,trailingAnnualDividendYield,payoutRatio,sharesOutstanding,floatShares,sharesShort,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,heldPercentInsiders,heldPercentInstitutions,fullTimeEmployees,is_Insolvent,_debtToEquity,has_benefits,_PER
3,Sell,2.5,-1.0143459978977012,"TriNet Group, Inc.",TNET,TNET,Industrials,CA,NYSE,False,False,-0.18753632681508517,-0.10296027287077338,0.46818256495783145,-0.34293611442703037,-0.7935514029850497,-0.9338453976310317,-0.580896396170503,-0.34574277943884135,-0.15959749060270173,-0.17453805096173614,1.313759851729707,-0.033507981424155266,-0.04006758296734597,-0.8019519564444778,-0.2455349972326554,0.044831576142413704,0.026718712501754803,2.5914788983916295,-0.04945690426344958,-0.17083153428403136,0.2910236226437935,-0.21117412272821917,-0.22448410971991148,-0.15836445493905008,-0.028514380027252057,-0.12630708254639364,0.025207547415535454,-0.3301417732842371,-0.4343625323007978,-0.3979478489500084,-0.47513043500877833,-0.19759799780441897,-0.16278888866896876,0.09373464525921092,-0.07929388526081338,-0.2615413603678782,-0.2644984222473086,-0.4331831200019642,-0.14490439757712525,0.8904686343987959,0.008728675303788128,-0.4135153465778287,0.34879251295336156,3.868166932634343,0,0.05757548435229023,0,-0.10328827673364022
1,Buy,1.78947,0.7363138776841617,PTC Inc.,PTC,PTC,Technology,MA,NasdaqGS,True,False,0.38603006056035444,0.0077538794085667394,-0.5350435359801846,-0.034566069836436245,-0.1884298991020237,0.1991137414106482,-0.05759789436261389,-0.3028500119338673,-0.06490979852494766,-0.07645460481295134,0.020488833718374358,-0.03060892277199825,0.26520174043549094,1.2164076185604014,0.2527497595130895,0.04569711943502053,0.5269704010658461,0.15122554539806046,-0.03090564357800038,-0.23046363002879286,-0.2507248121062267,-0.14155092480336265,-0.16005687633935484,-0.1036905180270039,0.06348217617481211,-0.144310238043242,-0.21423475698622563,-0.30453378366307526,-0.32855137781001403,-0.452136493668328,-0.008473326374365773,-0.13350378198152002,-0.028332580671596504,-0.6526649945934702,-0.1350014847301306,-0.18869083590141236,-0.1705215507667402,-0.41452741448051655,-0.6823615186389176,-0.3676463867707301,-0.5977423794046203,-0.4524372906689115,0.750664544361026,-0.1785320508738224,0,-0.2800645498578798,0,0.032316578373670204
2,Hold,2.0,-1.0143459978977012,"MYR Group, Inc.",MYRG,MYRG,Industrials,CO,NasdaqGS,False,False,0.4069238308311435,0.008183609710286142,-0.1734613895084226,0.38742121576155586,0.8501438656256576,0.8682525891103795,0.004734060146358953,-0.36903818416103357,-0.15846591330953763,-0.17571159519834753,-0.06506260922442049,-0.03343339106091748,-0.051183496325009833,-0.9946470890851601,-0.23976065289703025,0.044839256881303025,0.13143970480067516,0.08837288990831155,-0.04262222927407356,-0.2072873854779143,1.0679651552620717,-0.23884409522731812,-0.2309232127130624,-0.16821672693418946,0.09806734767934752,-0.15959886256891587,-0.2208344033381812,-0.39139377709019624,-0.17869840770657403,-0.3401975092736772,0.13343530585719546,-0.21485128978094642,-0.1843833892730112,-0.6526649945934702,-0.1350014847301306,-0.2953736883925072,-0.27970429065351254,-0.5253804633803933,-0.37297660762179735,-0.6793917017507896,-0.4362881454136541,-0.3913611100629854,0.648837190769416,-0.1604233143724434,0,-0.31573926701575056,0,0.01243905764914389
4,Strong Sell,3.16667,-0.1973713892928318,"Lucid Group, Inc.",LCID,LCID,Consumer Cyclical,CA,NasdaqGS,False,False,-0.3559012430669085,0.5662860724705729,0.9047108290619225,-0.2713716915935715,-0.7020986792803126,-0.9284671763723976,-0.5243627630112021,0.7222883513507434,-0.146020061112905,-0.1556979926572551,-0.2528188894358723,-0.031186620605495787,-4.307793511631529,-4.384377358946981,-5.061930961497727,0.0353846361644551,-3.100898969795587,-1.245821193063845,-0.027075221331207225,-0.26696134831362717,-0.36732946910247893,-0.31388976477086106,-0.5244596676810249,-0.6315532788527831,-1.01280836104633,0.08337754767958644,0.05449570771259234,-0.21417906458794178,0.002731713213487299,-0.022697844445213458,-0.37819624078076963,-0.5015249075741048,-0.6452763906983123,-0.6526649945934702,-0.1350014847301306,0.00315569848260539,-0.1625313628507437,1.3914144250477105,1.3821877914176357,-0.4530052230152702,5.264810073081767,-0.4610383645740753,-0.8551209664037539,-0.18094654907400629,0,-0.03865434131535587,1,-0.20927424467480496
3,Sell,2.45455,-0.314082047664956,Newell Brands Inc.,NWL,NWL,Consumer Defensive,GA,NasdaqGS,False,False,-0.41574812767975,-0.20612158954413634,-0.6517359559778897,-0.37361998871072166,-1.0946254807707143,-1.0421616881007063,-0.25619040058887654,0.426933705047768,-0.16377781607513586,-0.1560396765825552,-0.3613501372003537,-0.0334098362093687,-0.14506260867514573,-0.252483730575925,-0.13886848114020997,0.044992992002619116,-0.07234832950872624,-0.3296351321439947,-0.05268647596172616,-0.11396746242519847,-0.2698001761087963,-0.11080113196101705,-0.1631712769555158,-0.2154447849971935,-0.27199398741918135,-0.14260431579111085,-0.2549385217839624,0.0019907243195088067,-0.40472432934133745,-0.3933685268611363,-0.4021803136870252,-0.2162554404092611,-0.18281178777110396,1.8539936594779263,0.16924533662031985,0.1175429410149343,0.1136434751686556,1.3452679083051953,0.6602896657110212,0.27811176568796464,0.9136864406144973,-0.5032617225650771,0.7824649962108329,0.023078548841530697,0,0.4169923033117013,1,-0.20927424467480496
4,Strong Sell,2.90476,0.6196032193120375,"RXO, Inc.",RXO,RXO,Industrials,NC,NYSE,False,False,-0.3655787839481461,-0.2355906705378022,0.5828369764936047,-0.3972589850934779,0.5504741033569466,-0.32216111211197995,0.4888938928439629,-0.18283385366743019,-0.16025036378688864,-0.17504858060129488,-0.2977265423652858,-0.03353636804012431,-0.18358411737538824,-0.8046994519274991,-0.2840808987114922,0.044729377213621205,-0.34127970409797237,-0.7283130730849958,-0.009575449105662028,-0.15744340261874895,-0.1534654216806738,-0.20592204802078742,-0.23505167987213665,-0.22505675767537825,-0.3847416465239668,-0.1600284853772181,-0.26967178634265243,-0.3543413579538456,-0.1933790129107927,-0.3358725939675203,-0.3463837940062598,-0.23444054269499326,-0.23303872530308847,-0.6526649945934702,-0.1350014847301306,-0.14347356404409128,-0.15471150740808276,0.024972537444227144,0.2636423438942002,0.3486255869334541,1.6110600551181378,-0.4342795133505641,0.9376775643067818,-0.17201290573332595,0,-0.26248338646624025,1,-0.20927424467480496
2,Hold,2.10526,0.5028925609399133,"The Cooper Companies, Inc.",COO,COO,Healthcare,CA,NasdaqGS,True,False,-0.14396714694809096,-0.12740606707994664,-0.6883050331309912,-0.34029221681960153,0.2866562481210625,-0.5298625180759032,-0.23444669552760705,-0.11000902162398402,-0.10927626015078586,-0.11607799016026149,-0.30188593305546535,-0.03248213744067846,0.08314661535880188,0.7470489520001745,0.1351705821256503,0.045207269371225704,0.06064241423239096,-0.06200318040085601,-0.04480031251244613,-0.1932389055142035,-0.25276257649560624,-0.10198932893408535,-0.13292291191422323,-0.11920675701315274,-0.0900759853053251,-0.15076160115455708,-0.2511927765571768,-0.23203149735590628,-0.2828476068912199,-0.13972496449416644,0.20987808628940036,-0.13887428385235479,-0.15107535701256988,-0.6526649945934702,-0.1350014847301306,-0.10784604897863839,-0.08850558846451002,-0.17477186323811472,-0.3868592638853861,-0.6200116417545877,-0.5570396584748363,-0.49544258547848213,0.7293543970074415,-0.06987963186554828,0,-0.2713858259727487,0,-0.03028994095756274
1,Buy,1.5,-0.7809246811534527,"LendingTree, Inc.",TREE,TREE,Financial Services,NC,NasdaqGS,False,False,-0.2039759987723339,0.28805523530280286,-0.5500327595066504,-0.09937621346346445,-1.2150375687812471,0.4122805834216711,0.788957022689484,-0.3608755688845426,-0.16934641869795392,-0.18532371799315697,-7.66233525365152e-05,-0.03336997415290154,-0.18004957227472118,1.6479187630736114,-0.20673804698294274,0.04496440765526058,0.1767942190709822,-0.9770533539420174,-0.034811172143358105,-0.26499419149660297,0.11904845379572451,-0.2032900573820343,-0.2418830385138093,-0.18749390783154588,-0.5127067810907479,-0.14866107780811766,0.11699614235381486,-0.3621950748481935,-0.2133224765844483,-0.36665581467604924,-0.36370944782017617,-0.2247296980744123,-0.19181765435245635,-0.6526649945934702,-0.1350014847301306,-0.2973203924883097,-0.28176138371905407,-0.5238007589690832,-0.216300915504153,-0.4789839992636084,-0.316893417756469,1.0738593643568881,-0.4770857628106379,-0.2518482887224056,0,-0.2666275869840123,1,-0.20927424467480496
3,Sell,2.6,-1.1310566562698254,"Monro, Inc.",MNRO,MNRO,Consumer Cyclical,NY,NasdaqGS,False,False,-0.3648499314968395,-0.16149474881709586,-0.524086466176105,-0.3703510332763419,0.10351134908921342,-0.08594416854976657,-0.15616935730703632,-0.2933071946071291,-0.17048371660040987,-0.18601033146632118,-0.3545040184153878,-0.033464797529649176,-0.11606902375859932,-0.2543359747217822,-0.17662772664975498,0.04484856411628029,-0.221932188226785,-0.22228343426090097,-0.04705350206938328,-0.2604755340177096,-0.11851978667207533,-0.23583751448230272,-0.23820186207157426,-0.18253398205309979,-0.27891102172008847,-0.160912610280744,-0.26432072173295873,-0.364818009642767,-0.521338193322018,-0.5498286982309322,-0.16588385938679953,-0.22294673145485208,-0.18609734540229392,2.145465795864338,0.1370082783036448,-0.28058304141692997,-0.2675314762770446,-0.2749423084817096,2.5939453595680235,0.8385110819021191,1.9828116851021829,-0.39865897620905144,1.192740255827514,-0.17418595411349144,0,-0.2977717934573155,1,-0.20927424467480496
0,Strong Buy,1.375,-0.6642140227813286,Absci Corporation,ABSI,ABSI,Healthcare,WA,NasdaqGS,False,False,-0.4170438653709617,-0.23727052535361431,-0.5825357073640394,-0.017506695291236284,4.632586408823171,1.3765498994109715,1.2919613997735213,0.2416285054878281,-0.1697950821137458,-0.1881233936212354,-0.20136732470945873,0.00767435467084027,-0.08897077919878824,-1.3200555147765143,-0.3253214930978038,-0.11474776661798548,-4.247913775307913,-1.3054056698914762,-0.0891130404655434,-0.2888377628251735,-0.38936701379027244,-0.26402434995584967,-0.26023911712703934,-0.19626461108563537,-0.29689531090244686,-0.15140672886629744,-0.2455563218349661,-0.3999934665748933,0.5104590592386359,0.43803283905186,-0.4896516384039574,-0.24428978302907348,-0.2157074295158679,-0.6526649945934702,-0.1350014847301306,-0.1582728913538872,-0.1572878037681815,1.0813447824698479,3.226597837865853,0.9832499781428612,2.4264717746859588,0.25971280539676056,-1.6533727232001185,-0.26115617928411444,0,-0.3142237114044091,1,-0.20927424467480496
2,Hold,1.95238,0.5028925609399133,MGM Resorts International,MGM,MGM,Consumer Cyclical,NV,NYSE,True,False,-0.30751353866072073,-0.14745689229426256,-0.5090096214342178,-0.26390750831038057,-0.997783844419463,-0.491461864016114,0.7063309434566591,0.10640784794662454,-0.1346386272650755,-0.017015577841379453,-0.22895702301607507,-0.033045037995638946,-0.03544022047477583,0.06761492856397178,-0.09207111835444402,0.044967178728136,-0.1338043231960025,0.272427146757811,-0.04772945893646443,0.11818770051438776,0.0114450474465992,0.19141426812502366,0.0015866722011405624,-0.10019457080870875,-0.10460175733722997,0.02603789483882578,0.010081871452134593,1.7469741407493309,-0.23381992536014992,-0.36818225537233995,-0.3250321193458127,0.06371660537892056,-0.02255058092920351,-0.6526649945934702,-0.1350014847301306,-0.03276574063907036,-0.08163141522153144,0.6708817480975879,0.6483903253859812,0.322646810685116,0.8933349309061958,1.6210254797147163,-1.0125853799674787,0.461309972174903,0,1.995423872126131,0,-0.12172454769847954
1,Buy,1.44444,-0.4307927060370802,"Coeur Mining, Inc.",CDE,CDE,Basic Materials,IL,NYSE,False,False,-0.3501514070621565,0.19046739042143676,-0.5289952528028388,1.2813251961388827,2.880668022356106,4.251959405417156,0.06416685398049617,1.1931332856390622,-0.1127353822366812,-0.1288360617597385,-0.11172845780395102,-0.030868026139034783,0.13408175305377124,0.13154822233181115,0.3361515307420585,0.0456038361813595,0.5327472633170777,0.03502585162484359,0.03841748845709926,-0.2544095986852025,-0.3692930102856228,-0.22002369214053152,-0.18902959964504412,-0.1513151820533721,-0.20351534784020126,-0.15191055609830964,-0.26738866544251644,-0.37369640329695497,-0.3886587613820037,-0.2694724236788752,-0.4372961621817653,-0.18219474571744598,-0.1892281230344851,-0.6526649945934702,-0.1350014847301306,0.34633348326549823,0.3681148019160221,0.6005280130100396,-0.4344569425034046,-1.124742151722303,-0.6004559230774489,-0.46043020037396726,-0.3312650929301788,-0.2374940969223125,0,-0.24689528622441645,0,0.057710053304416066
2,Hold,2.0,-1.1310566562698254,"Kelly Services, Inc.",KELYA,KELYA,Industrials,MI,NasdaqGS,False,False,-0.38566271816192776,-0.22786854723720834,-0.14887085829740426,-0.37919800559626193,-0.8732077534914507,-0.41597278954611866,-0.49102241525058865,-0.35832562676757673,-0.1708767388683062,-0.18820575748910107,-0.38684882703444085,-0.033688870604638814,-0.09132714812019434,-0.6847666434832425,-0.28210590271409575,0.04477428691440759,-0.190466725751992,-0.17154695332339281,-0.045926907290914705,-0.18258990132784655,0.46979358864452875,-0.20608544590057418,-0.23723843448779514,-0.1804424167983268,-0.24363414678546233,-0.1600284853772181,-0.25536660695273794,-0.3913884749340046,-0.13271764423675697,-0.29236903412323556,0.10621665209988096,-0.22180543915880274,-0.17790918088233956,0.3988348266334225,-0.09480621346125384,-0.2785603905355646,-0.2637426164113653,-0.522546430653032,-0.7775568758749547,-0.8723768967384454,-0.8039696634021962,-0.18024426798036158,-0.017873836872738136,-0.19579571300513707,0,-0.3156121472755919,1,-0.20927424467480496
2,Hold,1.825,2.9538163867545215,Spotify Technology S.A.,SPOT,SPOT,Communication Services,UNK,NYSE,False,False,2.2837188929456245,0.743907930514586,6.588519202764224,0.44240217356409844,-0.39112427466218613,-0.043670559347726685,0.709230104131495,-0.1986239124931431,0.4407081710239418,0.40819953933352016,0.8835304414939633,-0.031293825378570346,-0.006122202807057527,-0.34058881044720146,-0.13128649493836103,0.044999799240374165,0.823557090195291,0.13325054282849513,-0.041495634495604984,0.10402722577961172,0.16096432262627353,0.0475197385404228,-0.04786966994806864,-0.060322333621565416,0.08008305849698913,0.4323065764955692,0.9140907266137895,-0.23395523055966086,-0.19781089372716062,-0.3033085257799855,0.04107769942908914,0.10080301390816747,-0.05184061523763502,-0.6526649945934702,-0.1350014847301306,-0.10071593814456868,-0.1322552909731441,-0.20837346151534353,-0.47808814790325493,0.19646418319318723,-0.49191531584124787,1.5645538964415866,-1.0896424334135566,-0.17018995959218713,0,-0.25770815967337063,0,0.5478027499053227
2,Hold,2.125,-0.6642140227813286,"Penske Automotive Group, Inc.",PAG,PAG,Consumer Cyclical,MI,NYSE,False,False,0.2512328488714847,-0.031546910003224425,-0.39698489823642097,-0.022202736450073347,-0.4685264357076561,-0.17680508738467846,-0.4576820674899752,-0.3678111610947658,-0.12308023287223954,-0.10302503302343409,-0.2844163521749536,-0.033532442231532844,-0.03554267130486965,-0.808218715804628,-0.24300767686733282,0.04484500990383372,0.19941002022473966,0.19859420808009384,-0.049381797944885,0.43434263555177344,2.706833791638481,0.03576674379885988,-0.09205467206140472,-0.03802255700817675,0.7621026405664273,-0.14812630386392195,-0.18972688107382843,0.17840976426642258,-0.48699111699516673,-0.44908361227574656,0.9494099411886723,-0.12177556430057543,-0.12777621972564984,0.614407970209995,-0.08372375388148179,-0.24368299590313094,-0.27699961950664675,-0.4787702138478335,-0.68831122846617,0.9832499781428612,0.09691782710201835,1.2844549302862214,-0.6807951733618067,0.07981925654585163,0,-0.23840645248725326,0,-0.1493657797407555
