recommendationClass,recommendationKey,recommendationMean,numberOfAnalystOpinions,shortName,symbol,Ticker,sector,state,fullExchangeName,In_SP500,In_NASDAQ,currentPrice,allTimeHigh,allTimeLow,beta,averageVolume,marketCap,enterpriseValue,priceToBook,enterpriseToRevenue,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,totalRevenue,revenuePerShare,grossProfits,ebitda,netIncomeToCommon,trailingEps,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,bookValue,operatingCashflow,freeCashflow,trailingAnnualDividendYield,payoutRatio,sharesOutstanding,floatShares,sharesShort,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,heldPercentInsiders,heldPercentInstitutions,fullTimeEmployees,is_Insolvent,_debtToEquity,has_benefits,_PER,Total Assets_2024-12-31 00:00:00,Total Liabilities Net Minority Interest_2024-12-31 00:00:00,Stockholders Equity_2024-12-31 00:00:00,Total Debt_2024-12-31 00:00:00,Working Capital_2024-12-31 00:00:00,Total Assets_2023-12-31 00:00:00,Total Liabilities Net Minority Interest_2023-12-31 00:00:00,Stockholders Equity_2023-12-31 00:00:00,Total Debt_2023-12-31 00:00:00,Working Capital_2023-12-31 00:00:00,Total Assets_2022-12-31 00:00:00,Total Liabilities Net Minority Interest_2022-12-31 00:00:00,Stockholders Equity_2022-12-31 00:00:00,Total Debt_2022-12-31 00:00:00,Working Capital_2022-12-31 00:00:00,Total Assets_2021-12-31 00:00:00,Total Liabilities Net Minority Interest_2021-12-31 00:00:00,Stockholders Equity_2021-12-31 00:00:00,Total Debt_2021-12-31 00:00:00,Working Capital_2021-12-31 00:00:00,Operating Cash Flow_2024-12-31 00:00:00,Capital Expenditure_2024-12-31 00:00:00,Operating Cash Flow_2023-12-31 00:00:00,Capital Expenditure_2023-12-31 00:00:00,Operating Cash Flow_2022-12-31 00:00:00,Capital Expenditure_2022-12-31 00:00:00,Operating Cash Flow_2021-12-31 00:00:00,Capital Expenditure_2021-12-31 00:00:00
4,Strong Sell,3.16667,11.0,"Lucid Group, Inc.",LCID,LCID,Consumer Cyclical,CA,NasdaqGS,False,False,19.63,648.6,15.25,0.823,10508419.0,6032298496.0,7810965504.0,2.5051045,8.408,-2.47074,-0.99263,-2.82998,-3.0954,-0.21927999,-0.54395,928990976.0,3.3,-922144000.0,-2629029120.0,-3056891904.0,-11.3,2825859072.0,9.197,2740926976.0,1.939,2.576,7.836,-2254796032.0,-2090154112.0,0.0,0.0,307300000.0,126930910.0,39292217.0,0.1279,3.11,0.4692,0.010089999,0.74522,6800.0,0,349786495.150587,1,0.0,9647931000.0,5775119000.0,3872812000.0,2476883000.0,3708645000.0,8512718000.0,3661026000.0,4851692000.0,2427901000.0,3748745000.0,7879238000.0,3529537000.0,4349701000.0,2348469000.0,3974469000.0,7881713000.0,3972358000.0,3909355000.0,2193436000.0,6110876000.0,-2019674000.0,-883841000.0,-2489753000.0,-910644000.0,-2226258000.0,-1074852000.0,-1058133000.0,-421220000.0
3,Sell,2.45455,10.0,Newell Brands Inc.,NWL,NWL,Consumer Defensive,GA,NasdaqGS,False,False,4.85,55.45,0.453125,1.008,7724146.0,2032635008.0,7734635008.0,0.75287175,1.046,-0.03285,0.34582,0.1114,0.094569996,0.02712,-0.0842,7397000192.0,17.754,2558000128.0,824000000.0,-243000000.0,-0.59,219000000.0,0.523,5920999936.0,0.468,1.119,6.442,161000000.0,124250000.0,0.05833333,1.9574001,419100000.0,390219819.0,38360993.0,0.0915,5.08,0.14850001,0.0052300002,1.04338,23700.0,0,919124485.5634896,1,0.0,11004000000.0,8253000000.0,2751000000.0,5123000000.0,338000000.0,12163000000.0,9051000000.0,3112000000.0,5472000000.0,457000000.0,13262000000.0,9743000000.0,3519000000.0,6010000000.0,974000000.0,14269000000.0,10111000000.0,4158000000.0,5508000000.0,1035000000.0,496000000.0,-259000000.0,930000000.0,-284000000.0,-272000000.0,-312000000.0,884000000.0,-289000000.0
4,Strong Sell,2.90476,18.0,"RXO, Inc.",RXO,RXO,Industrials,NC,NYSE,False,False,17.24,32.82,12.19,1.522,1975940.0,2827139840.0,3488140032.0,1.7800722,0.627,-0.055409998,0.16694,0.02464,0.0070499997,0.00524,-0.28426,5559000064.0,34.995,928000000.0,137000000.0,-308000000.0,-2.22,18000000.0,0.11,679000000.0,1.231,1.345,9.685,7000000.0,-116250000.0,0.0,0.0,163987239.0,134385902.0,11717796.0,0.0715,5.27,0.1999,0.01317,1.07164,7540.0,0,70108415.07485802,1,0.0,3414000000.0,1802000000.0,1612000000.0,664000000.0,274000000.0,1825000000.0,1231000000.0,594000000.0,558000000.0,114000000.0,2031000000.0,1444000000.0,587000000.0,617000000.0,206000000.0,2068000000.0,998000000.0,1070000000.0,135000000.0,267000000.0,-12000000.0,-45000000.0,89000000.0,-64000000.0,310000000.0,-57000000.0,155000000.0,-39000000.0
1,Buy,1.5,6.0,"LendingTree, Inc.",TREE,TREE,Financial Services,NC,NasdaqGS,False,False,57.15,434.94,1.42,1.729,297562.0,778392192.0,1192725248.0,6.5856185,1.178,-0.053340003,0.96142,0.07085,0.085080005,0.04739,-0.40908,1012155008.0,75.382,973102016.0,71709000.0,-53985000.0,-4.07,149131008.0,10.949,563464000.0,1.159,1.224,8.678,89236000.0,81127504.0,0.0,0.0,13620161.0,13263994.0,643702.0,0.0473,3.04,0.057800002,0.18676001,0.81404996,927.0,0,64930168.2415303,1,0.0,767674000.0,658853000.0,108821000.0,544092000.0,-2014000.0,802759000.0,678627000.0,124132000.0,611152000.0,120853000.0,1199313000.0,991373000.0,207940000.0,912761000.0,331434000.0,1299356000.0,851364000.0,447992000.0,748919000.0,99947000.0,62258000.0,-11220000.0,67571000.0,-12528000.0,42967000.0,-11443000.0,134573000.0,-35065000.0
0,Strong Buy,1.375,7.0,Absci Corporation,ABSI,ABSI,Healthcare,WA,NasdaqGS,False,False,4.53,31.53,1.111,2.076,5977296.0,677337600.0,567291584.0,3.335788,137.093,0.0,0.0,0.0,-52.939293,-0.31260002,-0.57385,4138000.0,0.034,-67646000.0,-103730000.0,-113296000.0,-0.95,117458000.0,0.786,7412000.0,3.772,4.387,1.358,-76408000.0,-33263124.0,0.0,0.0,149522647.0,131929812.0,33035097.0,0.2209,6.98,0.26,0.09305,0.59988,156.0,0,5458026.509572901,1,0.0,213608000.0,34475000.0,179133000.0,10105000.0,105175000.0,217298000.0,41122000.0,176176000.0,15881000.0,91020000.0,321008000.0,46594000.0,274414000.0,22983000.0,156593000.0,426195000.0,60088000.0,366107000.0,20011000.0,239220000.0,-72402000.0,-404000.0,-64636000.0,-860000.0,-81339000.0,-16175000.0,-60598000.0,-38047000.0
2,Hold,1.95238,17.0,MGM Resorts International,MGM,MGM,Consumer Cyclical,NV,NYSE,True,False,31.58,100.5,1.81,1.672,4702587.0,8595792896.0,38791929856.0,2.8903534,2.254,0.03135,0.44951,0.13936,0.086,0.022119999,0.21792,17211652096.0,59.435,7736788992.0,2398681088.0,536368000.0,1.83,2164406016.0,7.952,31591444480.0,1.085,1.218,10.926,2531934976.0,891623488.0,0.0,0.0,272191042.0,204056180.0,24752066.0,0.090900004,5.2,0.147,0.24974,0.71655,60000.0,0,2891400739.52041,0,17.256830601092894,42231627000.0,38511671000.0,3023481000.0,31610449000.0,1011916000.0,42368548000.0,38001047000.0,3811170000.0,31555428000.0,1784525000.0,45692206000.0,40323733000.0,4831529000.0,33994990000.0,3638800000.0,40899116000.0,29774803000.0,6070645000.0,24692632000.0,2973918000.0,2362495000.0,-1150589000.0,2690777000.0,-931813000.0,1756462000.0,-765067000.0,1373423000.0,-490697000.0
1,Buy,1.44444,9.0,"Coeur Mining, Inc.",CDE,CDE,Basic Materials,IL,NYSE,False,False,21.05,360.0,1.62,1.229,14947018.0,13529164800.0,13811787776.0,4.783004,9.463,0.13063,0.47022,0.39521,0.29737,0.07635,0.09879,1459632000.0,3.009,686353024.0,576857984.0,190670000.0,0.4,111646000.0,0.174,394268000.0,0.526,1.606,4.401,449441984.0,93526872.0,0.0,0.0,642715694.0,632817872.0,23332347.0,0.0363,1.3,0.0369,0.01016,0.84059995,2116.0,0,89586003.18109521,0,52.625,2301747000.0,1178495000.0,1123252000.0,601656000.0,-57721000.0,2080848000.0,1056945000.0,1023903000.0,555285000.0,-22358000.0,1846143000.0,957127000.0,889016000.0,527493000.0,81072000.0,1734422000.0,934160000.0,800262000.0,498802000.0,53709000.0,174234000.0,-183188000.0,67288000.0,-364617000.0,25616000.0,-352354000.0,110482000.0,-309781000.0
2,Hold,2.0,3.0,"Kelly Services, Inc.",KELYA,KELYA,Industrials,MI,NasdaqGS,False,False,12.28,38.75,5.233778,0.846,321600.0,433710912.0,548891904.0,0.3411964,0.122,-0.0013799999,0.20579,0.02582,0.021960001,0.01751,-0.00487,4495900160.0,127.363,925200000.0,116100000.0,-6300000.0,-0.18,18000000.0,0.511,134000000.0,1.45,1.516,35.991,114000000.0,147724992.0,0.02446982,0.2586,31955844.0,30442031.0,669014.0,0.019,1.98,0.0219,0.04241,0.89766,5570.0,0,3723153.010474841,1,0.0,2632300000.0,1397700000.0,1234600000.0,302600000.0,539000000.0,2581600000.0,1327900000.0,1253700000.0,51300000.0,606700000.0,2663800000.0,1409600000.0,1254200000.0,70400000.0,586400000.0,2894200000.0,1558000000.0,1336200000.0,78900000.0,493500000.0,26900000.0,-11100000.0,76700000.0,-15300000.0,-76300000.0,-12000000.0,85000000.0,-11200000.0
2,Hold,1.825,38.0,Spotify Technology S.A.,SPOT,SPOT,Communication Services,UNK,NYSE,False,False,671.52,785.0,69.285,1.674,1827089.0,138183884800.0,133782880256.0,20.85142,8.053,0.048520003,0.31728,0.115930006,0.096829996,0.10001001,0.14807999,16613000192.0,81.594,5271000064.0,1926000000.0,806000000.0,4.5,6850999808.0,33.293,2449999872.0,1.215,1.473,32.205,2846000128.0,751374976.0,0.0,0.0,205777761.0,155794343.0,7008938.0,0.0341,4.86,0.044899996,0.24324,0.70252,7691.0,0,76075139.63670237,0,149.22666666666666,12005000000.0,6480000000.0,5525000000.0,2001000000.0,3929000000.0,8346000000.0,5823000000.0,2523000000.0,1696000000.0,1170000000.0,7636000000.0,5235000000.0,2401000000.0,1683000000.0,836000000.0,7170000000.0,5051000000.0,2119000000.0,1781000000.0,1146000000.0,2301000000.0,-17000000.0,680000000.0,-6000000.0,46000000.0,-25000000.0,361000000.0,-85000000.0
2,Hold,2.125,7.0,"Penske Automotive Group, Inc.",PAG,PAG,Consumer Cyclical,MI,NYSE,False,False,169.57,189.51,2.875,0.869,232181.0,11199144960.0,19577843712.0,1.9949647,0.64,0.03129,0.1658,0.04918,0.045440003,0.04923,0.18087,30577500160.0,458.896,5069599744.0,1503699968.0,956800000.0,14.36,155300000.0,2.351,8516299776.0,0.171,0.9,84.999,961100032.0,387775008.0,0.029486498,0.32990003,66044372.0,17803581.0,1552406.0,0.0235,6.98,0.0883,0.21100001,0.77696,28400.0,0,100192940.81106837,0,11.80849582172702,16720900000.0,11493600000.0,5209800000.0,8268600000.0,-558100000.0,15671500000.0,10915900000.0,4726200000.0,7736700000.0,21800000.0,14114600000.0,9939800000.0,4148000000.0,6954100000.0,-48900000.0,13464600000.0,9369600000.0,4070000000.0,6402300000.0,-199200000.0,1179800000.0,-368700000.0,1093600000.0,-375300000.0,1459000000.0,-282500000.0,1293300000.0,-248900000.0
2,Hold,2.2,5.0,PHINIA Inc.,PHIN,PHIN,Consumer Cyclical,MI,NYSE,False,False,53.05,59.88,23.46,1.394,430268.0,2063882368.0,2759882496.0,1.2685318,0.822,0.03216,0.22393999,0.14384,0.10899,0.052789997,0.06402,3358000128.0,81.308,752000000.0,483000000.0,108000000.0,2.59,347000000.0,8.919,1043000000.0,1.246,1.863,41.82,265000000.0,190250000.0,0.019482952,0.40150002,38904475.0,35818183.0,2598649.0,0.0668,5.65,0.0996,0.02094,1.04101,12700.0,0,24940219.990435198,0,20.482625482625483,3768000000.0,2194000000.0,1574000000.0,1044000000.0,872000000.0,4041000000.0,2154000000.0,1887000000.0,864000000.0,779000000.0,4074000000.0,2431000000.0,1643000000.0,212000000.0,471000000.0,4182000000.0,2470000000.0,1709000000.0,100000000.0,450000000.0,308000000.0,-105000000.0,250000000.0,-150000000.0,303000000.0,-107000000.0,147000000.0,-146000000.0
1,Buy,1.57143,7.0,Repay Holdings Corporation,RPAY,RPAY,Technology,GA,NasdaqCM,False,False,4.63,28.42,3.59,1.604,871884.0,422887584.0,730193664.0,0.5848175,2.353,-0.35786998,0.76412004,0.23051001,-0.01485,-0.00281,-0.15909,310367008.0,3.504,237159008.0,71544000.0,-111071000.0,-1.25,162615008.0,1.994,509532992.0,0.685,0.849,7.917,129878000.0,58568752.0,0.0,0.0,86046866.0,65410241.0,6353882.0,0.0738,8.49,0.0851,0.08874,1.06592,465.0,0,64359352.27990401,1,0.0,1571908000.0,798739000.0,761272000.0,508515000.0,173001000.0,1519833000.0,689045000.0,815135000.0,443042000.0,123183000.0,1626800000.0,698507000.0,894562000.0,461877000.0,34545000.0,1685839000.0,772803000.0,874003000.0,459566000.0,3365000.0,150090000.0,-44853000.0,103614000.0,-64361000.0,74223000.0,-39541000.0,53330000.0,-23506000.0
1,Buy,1.8,15.0,Centrus Energy Corp.,LEU,LEU,Energy,MD,NYSE American,False,False,380.18,7046.703,1.0,1.517,1490625.0,6922257408.0,6519057408.0,19.276949,14.921,0.23987,0.36049,0.22750999,0.21035999,0.05572,0.48106,436900000.0,25.763,157500000.0,99400000.0,104800000.0,6.16,833000000.0,45.75,429800000.0,1.792,2.594,19.722,114000000.0,118937504.0,0.0,0.0,17488642.0,16836974.0,4041329.0,0.222,2.86,0.2333,0.045100003,0.84822,322.0,0,21792921.61038434,0,61.717532467532465,1093400000.0,932000000.0,161400000.0,157000000.0,668400000.0,796200000.0,763900000.0,32300000.0,174500000.0,214300000.0,705500000.0,779600000.0,-74100000.0,163700000.0,137900000.0,572400000.0,714300000.0,-141900000.0,131200000.0,72600000.0,37000000.0,-4100000.0,9100000.0,-1600000.0,20600000.0,-700000.0,50000000.0,-1200000.0
2,Hold,2.0,9.0,Chemours Company (The),CC,CC,Basic Materials,DE,NYSE,False,False,12.9,58.08,3.06,1.631,3566104.0,1931108096.0,5842107904.0,8.149084,0.999,-0.07043,0.18341999,0.11350001,0.04458,0.02977,-0.8527,5849999872.0,39.02,1073000000.0,664000000.0,-412000000.0,-2.74,502000000.0,3.353,4410999808.0,0.789,1.676,1.583,258000000.0,99250000.0,0.06090116,5.5556,149698300.0,141503815.0,13540489.0,0.090500005,4.32,0.133,0.00464,1.01132,6000.0,0,2786481243.209097,1,0.0,7515000000.0,6910000000.0,604000000.0,4355000000.0,1223000000.0,8251000000.0,7512000000.0,737000000.0,4299000000.0,1349000000.0,7640000000.0,6533000000.0,1107000000.0,3880000000.0,1323000000.0,7550000000.0,6468000000.0,1081000000.0,3987000000.0,1487000000.0,-633000000.0,-360000000.0,556000000.0,-370000000.0,755000000.0,-307000000.0,814000000.0,-277000000.0
2,Hold,2.16667,6.0,"Amphastar Pharmaceuticals, Inc.",AMPH,AMPH,Healthcare,CA,NasdaqGS,False,False,23.78,67.66,6.67,0.75,498368.0,1105652992.0,1529398912.0,1.4595226,2.116,0.1864,0.4986,0.32757,0.24186,0.07309,0.18316999,722678976.0,15.12,360329984.0,236730000.0,134708000.0,2.67,231751008.0,4.984,655497024.0,2.139,3.293,16.293,159655008.0,84179872.0,0.0,0.0,46495077.0,35345558.0,3977178.0,0.0855,8.17,0.1718,0.24014,0.71583,2028.0,0,40231818.81789726,0,8.906367041198502,1577470000.0,845172000.0,732298000.0,650549000.0,360312000.0,1512912000.0,873491000.0,639421000.0,623642000.0,264193000.0,741987000.0,213329000.0,528658000.0,102582000.0,283457000.0,671529000.0,226007000.0,445522000.0,104663000.0,214309000.0,213386000.0,-41041000.0,183503000.0,-38166000.0,89181000.0,-24034000.0,97994000.0,-27456000.0
