recommendationClass,numberOfAnalystOpinions,allTimeHigh,allTimeLow,52WeekChange,fiftyDayAverageChangePercent,twoHundredDayAverageChangePercent,beta,enterpriseValue,priceToBook,enterpriseToRevenue,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,grossProfits,trailingEps,totalCash,totalCashPerShare,quickRatio,currentRatio,bookValue,operatingCashflow,freeCashflow,trailingAnnualDividendYield,payoutRatio,sharesShort,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,heldPercentInsiders,heldPercentInstitutions,fullTimeEmployees,_debtToEquity,_PER,sector_Basic Materials,sector_Communication Services,sector_Consumer Cyclical,sector_Consumer Defensive,sector_Energy,sector_Financial Services,sector_Healthcare,sector_Industrials,sector_Real Estate,sector_Technology,sector_Utilities,state_AL,state_AR,state_AZ,state_BC,state_CA,state_CO,state_CT,state_DC,state_DE,state_FL,state_GA,state_HI,state_IA,state_ID,state_IL,state_IN,state_KS,state_KY,state_LA,state_MA,state_MD,state_ME,state_MI,state_MN,state_MO,state_MS,state_MT,state_NC,state_ND,state_NE,state_NH,state_NJ,state_NM,state_NSW,state_NV,state_NY,state_OH,state_OK,state_ON,state_OR,state_PA,state_RI,state_SC,state_SD,state_TN,state_TX,state_UNK,state_UT,state_VA,state_VT,state_WA,state_WI,In_SP500_False,In_SP500_True,In_NASDAQ_False,In_NASDAQ_True,has_benefits_0,has_benefits_1
2,0.4142076784154506,1.640711598374749,0.5169880414649762,0.09905459372102521,0.41055483987856833,0.8706832020028855,0.8081657867840363,-0.26594974392699594,0.20425580273374727,-0.2317817987751477,0.17078752585568963,-0.1505614814929437,-0.061259178201938526,0.15969432714888895,0.45278849546193267,0.15500848271007905,-0.19202373837620038,0.2940154244675638,-0.22682244221732656,0.5376650152707303,-0.26196566500009183,-0.279150091601021,-0.5337555335296088,0.002994415258996395,0.8922070975687543,-0.23752189384614592,-0.18208118223246023,-0.6773160176053347,-0.394869318861172,-0.6174753629533284,-0.2938023594503436,-0.773193354052297,-0.41556668938860103,-0.42004189198987285,0.3727465257270766,0.11504844540991786,-0.3689428513902542,-0.020663117768712498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2,0.29226966442399704,1.5018643248820749,1.3414083153565242,-0.32461640114692214,1.0793963450577166,0.37446516564055804,0.5628238635412154,-0.2818788897941307,-0.2849037610263951,-0.230752330810275,-0.2343537186735525,-0.3420534644625289,0.21554569342044957,0.1932872514669777,0.13799962449021821,-0.3079288685877907,-0.3578869434866753,0.3551086981312117,-0.2715765099394479,-0.7566068692161468,-0.37990430891067695,-0.2900835465565264,-0.4266010302066003,-0.47004747410735903,1.3074298415990109,-0.20842402949200392,-0.042486359948987744,-0.6773160176053347,-0.394869318861172,-0.7381827859349236,-0.2673270977371241,-0.8076008057451219,-0.40336984516281166,-0.485603684814809,0.842269871712654,0.7611988386771257,-0.275919378729158,-0.543218311336196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
3,0.4142076784154506,0.399110055333307,1.0688855576477578,-0.3939783553787956,-0.3181277336171947,-0.3739171501886488,-1.6330733501640327,-0.15715519158115016,-0.5645843090095035,-0.2663261682631011,-0.8729876703057153,-0.3290979930426037,0.12368032117895834,0.11899173840905923,0.15813765787315942,-0.8736734896603644,-0.39280551298361743,0.3827714521902585,-0.0588080132419385,-2.527124835788462,-1.2818116552738426,-0.6752864279889107,-1.2400087736085865,-0.9877107919136423,1.1148520823332437,-0.14230368886225706,-0.16918226000217673,1.21629897457192,0.21815572706314149,0.04714633961771475,-0.10032923198775137,-0.7527847128230859,-0.24715856266928313,-0.3716241406165424,-0.02248622919176347,0.32022254869018535,0.3584432704060243,-0.543218311336196,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1,-0.5612964335161776,-0.2167330306247867,-0.1925054923185321,-0.15086935292644887,-0.22632729995572692,-0.12280343665940828,-0.684765916353129,-0.38582142536499986,-0.4262654253981115,0.40088345830389216,1.5618388671995873,2.074122347072455,2.376920084630135,0.44461795531014564,0.19337916992289575,0.041876953084508034,-0.7158022808303319,-0.5442748728930221,-0.40794525157116157,0.028443290226713172,-1.392478536209393,-0.6359259901490915,-1.0655976865011634,-1.5391882827515853,0.6483123957966918,-0.3671920268492762,-0.2674564190833239,1.5422737577277406,0.4218088302815487,-0.9114105797178379,-0.4098861992698442,1.5612171624677367,-0.5134772961062063,-0.37463846649904053,-0.8476284189481212,-2.5641811130469145,-0.256784327161908,-0.14693107341414002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1.877463846312893,-0.5879622316884687,1.1237015637697498,-0.416957261543678,-0.5397352375781809,-0.8973463429359924,1.77213334335512,-0.2527821940691301,1.0822897526745927,-0.11373613880306871,0.04773396845870846,0.6685900222503756,-0.24075928054222082,0.1697618014838868,0.6305859646029185,0.04445801079706272,0.5558156250166428,-0.5369306681744963,-0.24009833118094237,-0.4330388980944275,0.5394691913792714,-0.40885539407317434,0.3746171988701812,0.31763948780211804,-1.15552283207063,-0.31094170328454934,-0.1628091929019056,-0.6773160176053347,-0.394869318861172,0.8434857882491656,-0.263253980550475,-0.595514862446688,-0.24112271189060352,1.4919886694477067,-1.2834966515843114,-0.14691271085965266,0.24434720417425687,0.7598423587515003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,-0.9271104754905383,-0.9100458794060352,1.4687932386741076,0.053823005961301566,-0.15496069980289967,0.22279886174120755,0.7959856913038964,-0.39878193611049984,1.2424588045463771,-0.25534517663779144,0.31094243763463864,-0.5918645214815674,-0.019073672556557397,0.1946292155607246,1.382316497495581,1.9559487518072232,-0.235671950247378,-0.38729406096228464,-0.3900908557563762,-0.12715223687006993,-0.354851880794944,-0.45028743390456316,-0.029273772791165505,0.09432415407013606,-1.2241298004092545,-0.3806391604165376,-0.3113202807498724,-0.4730395293936172,-0.33182874651129773,-0.7967315202596101,-0.6705656992153896,-0.6146155923073974,-0.7671380387182581,-0.5522016563418892,0.712076887826408,0.02142872768835772,0.4014136460955223,-0.22170369934078074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3,-1.292924517464899,1.482700517927986,0.5867538674384205,-0.6431762709176918,-0.0783461130312371,0.10482477852829576,-0.38026352934962804,-0.43813509230839104,-0.885484628087751,-0.3554895325540271,-0.23037469490679624,-1.2988130835580267,-0.4447165397670356,0.1008012770877276,-0.5278794451100546,-0.3217621779011456,-1.2948685583212882,1.6348520096118377,-0.4198016016783047,-1.0306671726252532,0.1472649890766957,3.2411922260726493,1.0532899311247372,1.027709623870873,1.8713907962160596,-0.3371936757672112,-0.2558243227391687,-0.6773160176053347,-0.394869318861172,-1.1450392387279635,0.9342424723243742,0.3199948360686974,1.051094630505753,0.5659283457954826,-0.00052254795201726,-0.054213304125818956,-2.9005922241814495,-0.543218311336196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,-1.0490484894819918,-2.026503350512283,-0.6042484473939482,1.4681954142701048,0.09389600102962616,1.8054012524223355,0.8795063460248568,-0.44120660713917204,1.568310949143439,0.2525828786974963,-3.2557058730481416,0.4732075073228546,-2.17351807047735,-0.07777852970615702,-2.287967744285798,-2.341773490435668,0.46851920127428753,-0.6317922698369536,-0.44269409109562524,-0.623997044985934,-1.318112898619174,-0.6928950449172511,-0.6335377047971592,-0.8639188467029894,-2.3329049772111627,-0.42408878714929094,-0.3348775299173531,-0.6773160176053347,-0.394869318861172,0.3851316612695318,-0.17364540244419374,-1.141888419951465,-0.29855528169310336,0.035593690868603214,-1.896096070968854,-1.4064517249209185,-0.49663108938016115,-0.543218311336196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
3,0.6580837063983577,1.538205894700343,-0.6171435390886506,-0.0973443959096506,-0.06277971793090573,-0.054889528910572465,-0.10534137422646694,1.061945594318441,1.3000596129912465,-0.12746237833470583,0.41871483430911893,-0.29423882669950174,0.05063119322317066,0.21256224325415893,1.063553046399093,0.8778206448192132,-0.13382612254796353,0.5146793744175452,0.5069981437415403,1.7152402544350203,0.4668588825046697,-0.31724455044599237,-0.6052965429125794,-0.6954687557331571,0.687307838886723,0.4671900804789649,0.6603082404295924,-0.28933018351137874,-0.19484907643141797,-0.41055420812731563,-0.8803312343278207,-0.9504216366417721,-0.9490120489460517,-0.556063772505976,0.038410489077609855,1.2172882484625436,0.3040628669434745,-0.0016632757227570793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0,0.29226966442399704,0.4842562496940374,0.0965243581428796,4.6630518754683425,0.3269193737199579,2.494119625942673,2.4681387993631225,-0.07715357770377028,2.476590433013975,1.9302725054518408,0.7186235296001988,0.8623385137555631,0.17517327983010997,0.2511395974186294,0.7761890671097286,0.2883534933099009,6.675876905514125,-0.5968353567474118,-0.40088089269565835,-0.3994444092894402,0.1859657220067043,-0.39849738411532715,2.1520399553010576,2.0256867248538124,-1.1127771310476224,-0.39094273101069715,-0.337178713596485,-0.6773160176053347,-0.394869318861172,0.25670223350352445,-0.32231417975688764,-1.9505593497372957,-0.4629174477123781,0.5232566616723561,-0.6866180066271828,-1.0056897049484024,-1.5068992172505626,2.7506684420973646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,-0.8051724614990847,-1.3852752655664393,-0.333905871746852,-0.6955236131255456,-0.526434929454684,-0.9442690760565328,-0.02356073314552676,-0.4273038953092376,-0.8367464073950881,-0.29560881259726024,-0.21585547148315665,-0.43966683347649144,-0.5600317409113335,0.09731217044398568,-0.4279843320066666,-0.2877154166141883,-0.06689886434549121,-0.5981740789022368,-0.396792560623866,-0.5338223645093892,-0.35911679934854235,-0.6615908370446462,-0.025953237423619595,-0.37188553880597686,-1.24880291107588,-0.3854599932477985,-0.29210114125071157,-0.6773160176053347,-0.394869318861172,0.26472925232407213,-0.7947957734081885,-0.08383205718128948,0.09921660353107942,-0.19029302316800584,0.08772945289502383,0.3009122550463372,0.2807826778302699,-0.543218311336196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0,-1.292924517464899,-1.341879657214767,-0.6578186351949857,-0.3279384990727593,0.48553054274692764,-0.2296264534026848,0.23744131285747444,-0.45849273948818686,-0.3842227030701327,-0.3590354777663667,-0.17860499659174164,-0.4577189795719514,-0.6173670149024045,0.12244250212607033,-0.29483501016461755,-0.32854832963977254,0.113513744722043,-0.5853874056103572,-0.4326024916658865,-0.5302861025299169,-0.6449428844758871,-0.5987522433003731,-0.5037404036134168,-0.24399462973320812,-2.2283830765133583,-0.4250809541995098,-0.34508051471827605,-0.6773160176053347,-0.394869318861172,-0.44064941409621644,-0.6094689617812383,0.21400427446513684,-0.6986876692211346,-0.2968309365085271,-1.0559710751239966,-0.7646006984125046,0.6754104109503504,-0.543218311336196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2,-1.4148625314563523,-1.1570381063802715,-0.7126346413169776,0.24809758410190538,-0.15330568949038892,0.3180863179505319,-0.3176230383089077,-0.38454288949563115,-1.4529539317882054,-0.3541741012655785,-0.053731254001310604,-1.3789969627732053,-0.38125689150979986,0.15497828464385213,-0.3755195245942771,-0.15361641815516747,-0.3055090892412622,-0.42589179785607,-0.37387510429935317,-0.4401114220533722,0.9696209020323636,-0.20618366589796405,-0.34851186214013524,2.643873947563723,0.22604693549110383,-0.3629110433488924,0.036761081623095444,-0.6773160176053347,-0.394869318861172,-0.006930842809892903,-0.9169892991904559,-1.8952344773346697,-0.9143597271421137,-0.4174985465785606,0.09862616296745613,-0.1960818579272469,0.19995318226752917,-0.25506307721804156,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,1.877463846312893,1.1933253269317714,-0.7375510077360649,-0.07795490676797523,-0.16701384216800041,-0.09523490066174709,0.5419436998609757,0.5682256899158369,2.1281945939297766,0.17125490947254657,0.504517916814685,1.8758998994369191,0.26562843802403446,0.24366294032489674,0.7952670994039196,0.9103593723864756,0.12224338709627852,-0.255949152725345,0.3230328081843951,0.3219530345229175,1.0891027938967737,0.49056513726655787,-0.7291957173249509,-1.0415014263780198,-0.23913493776950676,0.1056966440217366,0.6702810896259935,-0.6773160176053347,-0.394869318861172,-0.37017883950945013,-0.8518194140212767,-0.9577922608315849,-0.9537431759444415,-0.5569115543097468,0.32240599534037234,0.656976591195576,0.5488622148708333,0.501508711379111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
3,-0.1954823915418171,-0.8344839088465189,-0.7946798257381756,0.003967410197018939,-1.1100467124245588,-0.2125104820193206,-0.41680381579004816,0.3119137876984014,1.3664304415662263,-0.042874427220992196,0.4852577704225044,0.05166836968054337,0.1641736102590894,0.21535023664906947,2.2739333766982823,0.6940725362040842,-0.03489017563996093,-0.5539837363710051,0.008615370318927552,-0.33755982464867423,-0.11309046761184169,-0.6887518409341121,0.44793644596852183,1.1030523186121635,-1.3314501720428806,-0.09157698266246463,-0.0190338957094191,0.24093027150213636,0.1736355488499535,1.3142989996811452,-0.7214796640485039,0.19131718583203577,-0.8030355820408547,-0.5639764026745029,-0.16153250624336896,0.835306925567195,0.37902616416785584,0.11210058333744985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2,0.5361456924069041,0.042632130977267146,-0.6475752677964348,-0.5440691442063128,-0.459982483684632,-0.4633040690453137,-1.267670485759831,0.04139711927854083,-0.7709163477090769,-0.2979537118505816,0.6612238918692513,-0.3887009426381755,0.2400834178481111,0.265375371621275,0.06937144331179332,0.2400673846305609,0.30265599616381267,0.0014983779273037953,0.3741130540324559,1.1830328265244328,1.4062186426173884,0.4710000073461798,-1.1485912430699008,-1.2528057502180405,1.1781191515520704,1.27873474124533,3.104738684308105,-0.6773160176053347,-0.394869318861172,0.016692561795553038,-0.8823677929211452,-0.7527847128230859,-0.9379781809779302,-0.2879763265580329,0.11775215929250615,0.26550547818782133,-0.21861502054320825,-0.395478916466367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2,-1.0490484894819918,-0.5601173927397357,-0.61047753899872,0.4905054115232995,0.23352630908154065,0.3014702203322805,1.1091881465074975,-0.4559693103396887,-1.3800291888900582,-0.35583268854231803,-0.12069744016963284,-0.816503836732763,-0.3311741469062149,0.13157881277247777,-0.286090875595886,-0.2269880587480141,-0.7041627576646845,-0.5040381397162267,-0.43200303316702765,-0.5073003996633467,-1.0969323535335616,-0.6153250592329286,-0.3445915970411318,-0.08457204126999601,-0.3381785842831644,-0.40618145593870336,-0.325953373057962,-0.6773160176053347,-0.394869318861172,-0.9266926572331446,-0.587066796889082,-0.07362049970324935,-0.6614739700149728,0.10548862836978116,-0.10761677663263881,-0.29660088368881526,-0.8961726303838916,0.330530861080766,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1,-0.5612964335161776,-1.9718802084537306,-0.5917902641844046,5.08302853023254,2.7719780681393136,4.010571032564447,1.4241306153511188,-0.4029773199881746,1.0214519904089936,0.4311955706029241,-1.6227381799957354,0.5862663660204601,-1.3757801296838037,-0.03205864559767898,-1.408519785691249,-0.8326666017446946,0.20953981083863377,-0.6302158306639821,-0.43163464390376205,-0.5815619012322659,-0.14782753162988177,-0.6161306822296501,0.18735407652381436,-0.17193452993213199,-1.9040346607791554,-0.40297852089403646,-0.32495986688078743,-0.6773160176053347,-0.394869318861172,1.4881032822764162,0.9260962379510759,-1.3155259306949705,0.6978867601753266,-0.2724336601555696,-1.5967203124684404,-0.8687126603753834,-0.870586995829904,-0.543218311336196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2,-0.5612964335161776,-0.047145449057055595,-0.7618833345262886,-0.6796596615200505,-0.6328832293530638,-0.34383280637142777,0.41840273141955486,-0.36878584628272276,-1.0619703391731818,-0.338446118468911,0.27072885678595193,-0.8127689260531449,-0.21819585578115283,0.1630903184644787,0.44642912486649156,0.10921645879857518,-0.49174145989162005,0.4389727598488919,-0.2697720119457934,1.0239010374481772,0.5747217438761905,0.7872645780591145,0.488972542833332,2.986054870812486,1.3859111520631198,-0.4867411126497086,-0.5240103211270037,0.3683869935131804,-0.26408683621888235,-0.414895121414212,-0.24899802966603102,-0.07872081186556623,-0.47822177717049025,-0.3682330039816617,0.7851756512289735,-0.4267992724193512,-0.512662837065515,-0.4111426949764208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4,-1.1709865034734452,-0.7449416646065856,-0.3599123291967743,0.09224564311084829,-0.3258638285036672,-0.024616235546607686,-0.8953075667955498,-0.39327889117428994,-0.8702821836308009,-0.31259503401766114,-0.326421653774493,-0.980334137481427,-0.06802820563025899,0.1421063841528105,-0.2884756395691764,-0.34446968564193564,-0.5557588373026805,-0.3939876717364095,-0.3772490730319858,-0.34463234860761893,-0.47947757681539566,-0.6147496142352704,-0.9792179326439616,-0.7274531726089536,-0.5544181603215933,-0.2937520614806391,2.2752623417877684,-0.6773160176053347,-0.394869318861172,0.5294091259358998,0.00964487095501786,0.6912505555449886,-0.29855528169310336,-0.5603026815248298,-0.7613623435117809,-0.26601478300996023,0.697294205246089,-0.362364213792579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
